,USSWII1,USSWII2,USSWII3,USSWII4,USSWII5,USSWII6,USSWII7,USSWII8,USSWII9,USSWII10,USSWII12,USSWII15,USSWII20,USSWII25,USSWII30
2011-04-21,283.0,259.25,255.75,254.75,258.75,264.25,271.25,275.5,279.75,282.75,287.25,291.5,294.5,297.0,299.5
2011-04-22,286.5,260.0,256.25,255.0,259.25,264.5,271.5,275.75,279.75,282.75,287.25,291.5,294.5,297.25,299.5
2011-04-25,284.75,260.5,257.25,257.25,259.75,264.0,271.75,274.5,278.75,282.0,286.5,292.25,294.5,297.0,299.25
2011-04-26,281.75,260.75,257.75,258.0,260.5,265.0,270.75,275.5,280.25,283.25,288.0,293.25,293.25,295.25,297.75
2011-04-27,285.75,263.25,262.25,262.5,264.5,268.0,272.75,277.0,280.75,283.75,288.25,293.0,293.75,296.0,298.25
2011-04-28,289.25,264.25,263.25,263.75,265.5,269.25,272.75,276.75,279.5,282.25,287.25,290.0,291.75,293.5,296.0
2011-04-29,292.25,263.0,265.0,267.0,271.0,273.25,275.75,278.75,281.25,284.25,288.75,290.25,291.5,293.0,295.25
2011-05-02,285.5,265.5,266.5,268.75,272.5,274.75,277.0,280.25,282.0,285.0,288.25,290.25,292.25,294.0,295.75
2011-05-03,286.5,265.75,266.75,266.5,269.75,273.0,275.25,278.75,282.5,285.5,287.75,289.75,292.5,294.0,295.75
2011-05-04,280.5,260.25,262.5,264.75,268.75,272.5,276.25,279.5,282.25,285.5,288.0,290.0,291.75,293.0,295.25
2011-05-05,250.0,245.75,248.75,254.0,258.75,263.0,267.0,272.0,275.25,277.5,280.75,283.0,285.0,287.0,289.0
2011-05-06,235.75,237.25,245.0,251.75,256.5,263.0,269.5,273.25,276.0,278.75,283.25,285.0,287.0,288.75,290.5
2011-05-09,243.25,239.25,247.0,253.75,258.5,264.0,269.75,273.25,276.75,280.0,284.0,285.75,287.75,289.5,291.5
2011-05-10,237.5,243.0,249.0,256.0,260.5,266.75,272.5,275.5,278.5,281.75,285.0,287.25,288.75,290.75,292.0
2011-05-11,227.25,231.25,237.25,243.5,250.75,258.5,265.0,269.75,272.75,276.75,280.0,282.5,283.25,285.5,287.25
2011-05-12,220.25,223.25,235.5,242.25,250.25,258.0,264.0,268.25,272.5,276.25,279.25,282.0,284.25,286.25,288.25
2011-05-13,216.25,215.25,230.5,237.75,245.75,253.5,259.75,265.0,270.0,273.5,277.0,278.75,281.0,282.75,284.75
2011-05-16,199.5,210.75,224.25,233.5,240.25,248.25,254.5,259.5,264.25,267.5,271.75,275.0,277.0,279.5,281.25
2011-05-17,202.5,206.0,224.75,232.5,239.5,246.25,253.25,258.0,261.0,264.75,269.75,272.5,275.0,276.5,278.25
2011-05-18,210.25,215.5,231.0,238.75,245.0,252.5,259.0,263.25,267.0,271.0,275.0,277.75,280.0,281.75,284.0
2011-05-19,203.75,210.0,222.5,233.75,241.25,248.75,254.5,259.5,264.25,268.0,271.5,275.75,278.0,280.0,282.0
2011-05-20,204.5,210.25,220.25,230.0,238.25,246.25,252.25,258.0,263.25,266.75,271.5,275.25,279.0,281.5,283.25
2011-05-23,200.0,205.75,220.25,229.0,237.25,245.0,252.25,258.75,263.25,266.5,270.75,275.25,279.25,282.25,284.0
2011-05-24,205.75,209.75,220.75,231.0,238.5,247.5,256.5,262.75,266.75,270.5,275.25,280.5,283.5,285.5,287.75
2011-05-25,208.75,214.0,223.0,232.25,239.75,247.75,257.0,263.75,266.75,271.25,275.0,280.0,284.0,285.75,288.25
2011-05-26,202.25,210.5,219.0,227.75,236.5,244.25,253.0,259.75,263.25,268.5,272.75,278.0,282.5,284.5,286.5
2011-05-27,202.0,207.0,218.25,227.0,236.0,243.75,252.5,259.75,265.25,270.0,273.75,278.25,283.0,285.0,287.0
2011-05-30,202.0,207.0,218.25,227.0,236.0,243.75,252.5,259.75,265.25,270.0,273.75,278.25,283.0,285.0,287.0
2011-05-31,206.0,209.0,218.25,225.25,234.5,241.75,250.25,259.0,263.75,267.5,271.0,276.0,279.75,282.5,284.5
2011-06-01,201.5,206.5,215.5,223.5,230.75,239.75,247.5,255.5,260.5,264.5,268.75,273.0,277.5,279.75,282.25
2011-06-02,195.75,206.25,217.0,226.25,235.0,244.25,252.0,260.5,266.5,270.0,274.25,277.75,283.0,285.25,287.75
2011-06-03,195.0,203.75,215.5,225.25,235.25,244.25,252.75,259.25,265.25,269.75,274.5,277.75,282.75,285.0,287.5
2011-06-06,188.5,202.0,214.25,225.75,236.0,245.0,253.0,260.5,266.25,270.75,275.0,279.25,283.5,285.75,288.5
2011-06-07,191.0,203.75,214.5,226.75,238.0,246.5,253.0,260.0,265.75,270.25,275.25,279.5,284.5,286.75,288.75
2011-06-08,191.25,202.25,213.75,225.5,234.0,242.25,249.25,257.0,262.75,266.5,271.75,276.25,280.75,283.25,285.5
2011-06-09,188.0,201.75,213.0,224.0,234.75,244.25,251.0,257.5,263.0,267.75,272.75,277.5,282.75,284.75,287.25
2011-06-10,191.75,199.0,208.75,220.75,230.75,240.0,246.75,253.5,258.25,262.25,269.0,275.75,282.0,283.75,286.0
2011-06-13,184.5,195.0,208.5,221.75,232.25,240.5,248.5,254.0,260.0,264.25,270.5,276.5,282.5,284.75,286.5
2011-06-14,183.5,201.5,213.0,226.75,237.5,246.0,254.75,260.0,265.75,270.0,275.75,280.75,286.75,288.5,290.5
2011-06-15,176.75,197.5,210.75,223.25,234.75,241.75,251.5,256.75,262.0,266.0,271.25,276.25,282.5,284.25,286.25
2011-06-16,172.25,191.0,208.25,219.25,229.75,237.5,247.0,254.75,261.0,266.0,269.0,273.25,280.0,282.25,284.5
2011-06-17,170.0,187.75,204.75,216.0,227.75,237.5,246.25,254.5,260.25,264.75,270.5,275.75,281.75,283.75,286.0
2011-06-20,158.25,182.75,201.5,213.75,226.0,238.25,245.25,253.25,258.0,263.75,270.0,275.75,282.25,284.0,286.0
2011-06-21,156.75,182.25,201.0,216.0,228.25,240.0,247.75,256.0,261.5,266.5,273.25,279.25,285.25,287.75,289.5
2011-06-22,159.0,183.75,200.75,214.5,226.0,237.5,246.0,255.0,259.5,264.75,271.75,277.25,283.0,285.25,287.0
2011-06-23,148.0,175.25,193.5,207.25,221.0,235.0,246.25,254.75,261.5,266.75,275.0,281.75,287.5,291.0,294.0
2011-06-24,142.75,170.75,191.75,207.0,221.25,233.5,245.0,254.0,261.5,267.25,275.5,282.0,289.75,292.75,295.75
2011-06-27,143.5,174.25,197.0,209.5,224.75,236.5,249.25,258.25,265.0,271.0,279.0,286.0,293.0,295.75,298.25
2011-06-28,143.75,181.25,201.0,214.0,228.0,240.75,253.25,263.0,270.0,275.75,283.5,290.75,295.75,297.75,300.0
2011-06-29,156.5,185.75,208.5,222.75,238.0,249.75,261.75,270.0,276.0,281.5,289.25,295.75,299.75,301.5,303.75
2011-06-30,152.25,184.5,209.0,225.0,239.75,252.25,261.5,270.5,275.0,281.0,288.25,295.25,299.0,300.0,302.75
2011-07-01,149.0,182.25,210.0,226.25,242.5,253.75,265.0,272.25,278.0,283.0,289.25,295.5,298.0,300.75,304.0
2011-07-04,149.0,182.25,210.0,226.25,242.5,253.75,265.0,272.25,278.0,282.75,289.0,295.5,298.0,300.75,304.0
2011-07-05,153.75,186.0,209.75,226.25,242.0,251.75,260.25,267.5,271.5,276.75,285.0,291.25,294.0,296.75,299.75
2011-07-06,159.75,186.25,211.75,227.0,242.75,252.0,260.5,266.5,271.0,276.0,284.75,291.25,296.25,298.25,300.25
2011-07-07,161.25,196.0,217.5,234.75,248.75,257.0,265.0,270.75,274.75,279.75,288.25,294.5,300.0,301.75,303.75
2011-07-08,161.5,193.0,214.0,228.0,241.75,252.5,259.75,266.0,269.25,274.0,283.5,289.25,295.25,297.25,298.75
2011-07-11,156.0,193.5,213.25,227.5,238.25,248.5,256.0,261.5,266.75,271.25,280.75,288.5,295.5,298.25,299.5
2011-07-12,163.75,195.25,214.25,228.25,238.0,248.0,255.25,261.0,267.5,272.5,281.25,288.75,295.5,297.75,299.5
2011-07-13,165.25,197.25,214.25,227.25,237.5,246.25,254.5,260.5,267.0,272.5,281.25,290.0,298.75,300.5,302.25
2011-07-14,157.0,193.5,210.5,224.0,235.0,245.5,252.5,258.75,265.75,270.75,279.5,287.75,296.75,298.75,301.0
2011-07-15,160.75,193.75,211.0,223.5,234.25,243.25,248.75,245.75,259.0,272.5,281.75,293.75,311.5,311.75,312.0
2011-07-18,165.75,195.75,213.0,225.75,237.5,247.75,257.75,265.25,272.75,278.75,287.25,296.25,304.5,307.25,309.0
2011-07-19,170.0,200.0,216.25,228.0,239.0,248.0,256.75,264.75,272.5,278.0,284.5,292.25,299.5,301.5,304.25
2011-07-20,174.75,198.0,215.5,226.75,237.25,246.75,255.75,263.75,270.75,276.5,284.0,292.0,298.75,301.0,303.75
2011-07-21,162.0,197.75,216.5,229.0,241.0,250.75,260.0,267.75,274.5,279.0,287.5,295.5,302.75,304.0,306.0
2011-07-22,168.25,199.5,216.75,227.5,239.25,250.75,260.25,268.25,274.0,279.25,288.25,295.0,300.5,302.5,304.5
2011-07-25,166.0,200.0,217.75,231.5,243.0,254.0,264.0,272.75,279.0,284.25,292.75,298.75,304.5,306.5,307.75
2011-07-26,157.0,196.25,215.0,227.25,239.0,250.25,259.5,268.75,274.0,280.0,289.0,295.5,301.75,304.25,306.25
2011-07-27,168.0,197.0,216.75,229.25,241.75,252.75,262.75,269.5,276.5,282.0,291.25,298.0,304.5,306.25,308.5
2011-07-28,168.25,198.0,218.0,231.5,243.5,254.0,263.5,268.75,275.5,280.5,289.0,297.0,303.25,304.5,306.0
2011-07-29,148.5,189.25,213.25,229.0,241.25,251.75,260.25,265.25,271.5,276.75,286.0,293.75,301.0,302.0,303.5
2011-08-01,140.0,191.5,215.5,229.75,240.75,251.0,259.25,265.25,270.5,275.25,285.0,294.5,302.0,303.0,304.5
2011-08-02,138.25,184.75,210.0,223.75,234.5,246.5,255.25,260.5,264.5,268.5,279.5,288.5,297.25,298.75,300.25
2011-08-03,122.75,168.5,195.5,211.75,224.75,234.75,243.5,251.75,256.75,262.25,272.25,282.0,290.5,291.75,293.25
2011-08-04,88.75,145.0,181.75,202.25,217.5,227.75,239.25,248.25,255.5,262.5,272.75,281.75,290.5,292.25,293.25
2011-08-05,73.75,138.5,175.0,202.25,220.5,230.25,241.5,251.25,259.5,265.5,275.0,285.75,294.0,295.75,297.0
2011-08-08,73.75,133.25,172.0,196.75,214.5,226.0,239.75,248.5,255.75,262.0,271.25,281.75,290.5,291.75,293.75
2011-08-09,74.75,131.25,172.0,199.0,218.75,232.75,243.0,251.5,262.0,268.0,277.75,286.0,292.75,293.25,294.25
2011-08-10,75.0,137.5,182.25,208.0,228.0,240.5,251.5,258.25,268.25,274.75,282.0,290.0,299.0,300.5,302.75
2011-08-11,73.0,131.75,176.75,202.0,224.25,235.5,246.0,254.0,265.25,272.0,281.75,288.5,296.0,298.75,300.5
2011-08-12,74.5,129.5,170.25,197.75,220.5,233.75,245.0,253.75,262.25,267.75,276.5,284.75,294.0,296.75,298.75
2011-08-15,75.0,129.5,167.75,194.5,215.75,228.5,240.0,249.25,256.25,262.25,273.5,283.5,292.25,294.5,297.25
2011-08-16,75.75,128.75,165.0,189.5,209.5,223.25,235.25,243.75,250.5,257.5,267.0,277.25,286.25,288.75,291.0
2011-08-17,75.0,128.5,157.0,184.25,207.0,219.25,231.25,241.0,247.5,254.0,263.5,274.0,284.5,287.0,289.0
2011-08-18,69.25,119.75,148.5,177.75,199.25,211.5,222.75,231.25,236.75,242.75,252.75,262.25,271.75,273.5,275.5
2011-08-19,86.25,124.75,152.75,182.75,202.0,214.75,226.0,233.25,238.5,244.0,253.0,263.25,273.75,274.5,276.5
2011-08-22,88.75,126.75,155.25,183.5,203.25,215.25,226.75,234.25,239.25,245.5,256.25,265.25,274.25,275.5,277.75
2011-08-23,84.5,122.5,151.25,181.75,199.75,213.0,222.0,230.5,235.75,242.5,255.0,264.75,274.25,274.75,277.0
2011-08-24,85.75,118.75,148.25,176.0,197.0,211.25,221.75,230.25,238.0,244.5,255.5,264.75,274.0,277.25,279.25
2011-08-25,91.0,125.5,149.75,176.25,197.0,211.75,223.25,231.0,240.5,247.25,258.0,267.0,276.5,278.25,280.0
2011-08-26,94.75,125.25,151.75,177.25,196.25,210.75,220.0,228.75,236.75,243.25,253.5,263.75,274.0,276.0,278.0
2011-08-29,96.0,126.0,152.75,178.0,198.0,212.0,221.5,230.75,239.0,244.75,254.75,264.75,275.0,276.75,279.0
2011-08-30,123.0,133.25,155.75,178.0,196.75,210.75,220.5,229.25,237.0,242.75,253.5,263.25,273.0,275.75,278.25
2011-08-31,130.0,139.25,156.25,178.0,197.75,211.0,221.0,229.25,237.0,243.0,253.0,263.0,273.25,276.0,278.75
2011-09-01,144.0,157.0,164.0,182.75,199.5,212.75,223.25,231.0,238.5,244.75,254.5,264.0,274.0,276.0,279.5
2011-09-02,137.0,153.0,167.5,182.25,196.25,210.0,221.25,228.5,235.0,240.5,249.75,260.25,269.25,272.0,274.75
2011-09-05,137.0,153.0,167.5,182.25,196.25,210.0,221.25,228.5,235.25,240.5,250.0,260.5,269.25,272.0,274.75
2011-09-06,133.25,145.75,158.5,173.5,187.75,201.5,213.0,219.75,227.0,231.5,241.25,251.0,259.0,261.5,264.0
2011-09-07,139.5,149.25,160.5,175.75,187.75,204.0,215.25,222.0,229.5,234.25,244.0,253.75,263.5,265.25,268.0
2011-09-08,152.25,159.25,166.5,181.75,192.75,205.75,218.75,226.75,233.5,238.5,246.75,255.5,264.5,266.75,269.25
2011-09-09,145.5,152.25,164.0,177.75,188.5,201.0,213.75,221.75,230.25,235.25,243.25,252.25,261.75,264.0,266.25
2011-09-12,142.5,150.25,160.5,172.75,186.0,200.0,212.5,220.25,227.75,233.0,242.25,250.25,259.5,261.75,263.25
2011-09-13,141.75,148.25,158.25,169.5,184.75,199.0,210.0,217.75,226.25,232.25,240.5,249.25,258.75,261.75,262.75
2011-09-14,137.25,146.0,155.5,167.25,179.25,193.75,205.5,216.75,224.5,229.5,237.25,247.5,255.5,258.0,259.75
2011-09-15,153.5,160.25,164.25,175.5,189.25,201.0,212.25,221.75,229.5,234.25,241.25,251.25,259.25,261.0,263.5
2011-09-16,156.5,160.5,167.0,178.25,189.5,200.5,212.25,221.0,228.25,234.25,242.5,251.25,258.5,260.5,262.5
2011-09-19,155.25,157.75,165.5,173.5,184.75,197.0,207.5,216.25,224.5,229.75,236.0,246.25,254.5,256.75,258.5
2011-09-20,157.25,160.75,170.75,179.25,190.25,201.75,211.5,221.25,230.5,237.25,244.25,250.875,257.25,259.75,261.25
2011-09-21,146.5,156.25,167.5,177.5,187.0,197.5,209.5,219.25,226.25,233.0,239.5,244.75,249.5,251.0,252.5
2011-09-22,130.75,142.5,152.25,163.0,171.5,185.25,197.5,207.5,213.5,219.5,225.75,231.75,236.5,238.5,240.0
2011-09-23,124.0,137.25,148.25,160.75,172.0,185.25,198.75,209.5,217.75,224.25,230.75,235.25,240.25,241.5,243.5
2011-09-26,119.75,131.75,148.0,161.25,173.25,185.5,200.0,211.0,219.5,225.75,232.25,236.75,241.5,243.5,245.75
2011-09-27,129.0,137.25,152.75,167.75,181.25,193.75,208.0,219.5,227.0,232.75,239.5,245.75,251.25,253.75,255.75
2011-09-28,124.0,137.75,150.5,168.25,182.25,193.5,205.5,217.0,223.75,230.25,238.75,246.75,253.75,256.5,258.75
2011-09-29,120.75,134.75,148.25,167.25,181.25,193.5,201.25,213.0,221.25,227.25,234.5,242.75,250.5,253.25,254.75
2011-09-30,115.5,124.25,139.5,160.25,175.75,188.5,196.25,206.5,212.5,218.75,226.0,233.25,239.0,241.0,242.75
2011-10-03,116.0,125.5,142.75,163.25,176.5,189.0,198.0,205.5,210.0,215.5,223.25,229.5,237.25,239.25,241.25
2011-10-04,116.5,124.75,141.25,161.75,176.5,190.5,201.75,209.5,215.0,221.25,229.5,235.5,243.5,245.25,247.0
2011-10-05,127.0,129.75,144.75,165.5,179.0,192.0,203.5,212.25,217.5,223.0,231.25,236.5,244.0,245.75,247.25
2011-10-06,129.75,143.25,152.5,172.0,185.5,198.0,209.0,219.0,224.25,229.75,237.0,242.75,250.0,251.75,253.75
2011-10-07,140.25,146.0,158.5,176.75,191.5,204.5,215.0,223.75,229.25,235.0,242.0,246.25,252.0,254.0,256.25
2011-10-10,140.25,146.0,158.5,176.75,191.5,204.5,215.0,223.75,229.25,235.0,242.0,246.25,252.0,254.0,256.25
2011-10-11,141.0,148.5,160.5,178.5,192.25,203.75,213.0,223.0,229.0,235.0,242.5,247.25,253.0,254.25,256.25
2011-10-12,142.5,148.75,158.75,176.25,190.25,202.5,211.5,220.25,226.75,232.5,240.5,246.25,253.0,254.75,256.25
2011-10-13,136.25,144.5,155.25,170.75,184.75,197.25,206.25,214.0,220.75,226.75,234.25,240.0,246.0,247.0,248.5
2011-10-14,145.75,154.0,161.25,174.5,188.75,200.25,209.25,216.75,224.5,231.0,237.0,242.0,248.75,249.5,250.5
2011-10-17,153.75,157.5,162.5,175.25,187.75,198.75,207.75,215.5,221.25,227.5,234.25,240.0,246.25,247.0,248.0
2011-10-18,167.75,166.0,170.5,182.75,195.0,205.0,213.5,220.75,225.25,231.5,237.25,243.25,249.75,251.25,253.25
2011-10-19,146.0,159.5,166.5,179.75,192.25,201.25,209.75,217.0,222.75,228.75,235.0,242.0,249.75,251.5,252.5
2011-10-20,142.5,156.5,166.25,180.25,193.75,203.5,211.5,218.25,224.5,230.25,236.5,245.25,253.25,254.5,256.0
2011-10-21,146.5,159.0,170.25,183.0,197.25,207.75,216.0,222.25,228.25,233.75,238.5,245.0,254.5,256.0,258.0
2011-10-24,149.0,159.5,171.75,183.75,197.75,209.75,218.0,224.75,228.5,234.5,240.0,246.25,255.5,257.25,259.25
2011-10-25,155.25,163.0,173.25,183.25,197.0,208.25,217.75,224.0,227.25,233.5,239.5,246.5,255.25,257.0,257.75
2011-10-26,151.75,166.0,178.5,190.5,205.0,215.75,224.0,230.25,235.0,241.0,248.25,253.0,262.5,264.75,265.25
2011-10-27,164.0,173.5,186.0,198.25,213.25,224.25,232.25,238.5,243.5,249.5,256.75,261.5,271.5,273.5,274.5
2011-10-28,166.0,172.0,187.5,199.75,212.0,222.0,229.25,235.5,240.75,246.75,253.5,258.25,268.0,270.0,270.25
2011-10-31,163.5,173.25,187.25,195.75,207.0,216.5,224.75,230.25,234.25,240.5,247.0,252.25,260.75,262.0,263.25
2011-11-01,152.25,167.25,183.5,193.25,204.5,216.75,225.5,229.75,232.25,237.75,245.25,251.5,258.75,260.0,260.75
2011-11-02,154.25,170.25,186.5,198.5,210.75,220.75,228.5,233.5,236.75,242.0,248.75,254.25,260.75,262.0,262.75
2011-11-03,158.75,172.5,187.25,199.5,211.0,220.75,227.5,233.25,236.75,241.5,248.75,254.75,261.5,263.0,264.0
2011-11-04,163.0,173.75,189.25,202.75,213.25,223.0,229.5,235.75,238.75,243.75,251.75,257.5,263.5,264.5,266.5
2011-11-07,160.75,174.75,191.25,203.25,215.25,225.25,232.5,237.5,239.75,245.75,253.75,259.5,264.25,265.5,267.0
2011-11-08,163.5,176.0,188.75,200.75,215.0,222.5,231.75,235.5,238.75,244.25,251.25,256.75,262.25,263.0,264.5
2011-11-09,152.25,164.75,181.75,196.25,207.25,215.75,224.75,228.0,230.0,235.0,242.25,248.0,253.5,254.5,255.5
2011-11-10,153.0,172.5,189.25,203.75,214.75,222.5,230.75,234.25,236.75,242.25,249.5,253.25,258.75,259.75,261.0
2011-11-11,157.25,173.75,190.25,204.25,215.0,223.0,231.0,234.5,236.75,242.5,249.5,253.25,259.0,260.0,261.0
2011-11-14,151.75,170.0,186.0,200.0,212.25,220.5,228.5,232.0,235.0,240.75,246.0,251.75,257.75,259.25,260.5
2011-11-15,139.0,163.75,180.75,194.75,207.0,218.25,226.0,229.25,232.25,237.25,242.0,248.25,255.0,256.75,257.75
2011-11-16,129.5,153.25,173.0,187.25,198.5,210.25,218.75,223.5,226.25,230.0,236.0,243.0,249.0,251.25,252.25
2011-11-17,120.0,147.25,167.0,181.25,192.75,205.0,214.5,218.25,222.0,225.25,231.5,237.75,243.0,244.5,246.0
2011-11-18,117.25,145.25,168.5,184.5,197.5,209.25,217.5,222.25,226.0,228.5,233.75,239.75,244.75,245.75,247.75
2011-11-21,107.75,142.0,164.25,180.75,192.5,203.5,211.25,216.0,219.5,223.25,228.5,234.0,239.25,240.75,241.75
2011-11-22,111.0,144.0,165.5,181.5,193.5,204.5,212.0,216.0,219.25,222.5,227.0,232.5,237.0,238.25,239.75
2011-11-23,114.25,142.0,167.75,183.25,195.75,206.25,213.25,217.5,221.0,224.75,229.5,235.25,238.5,240.0,242.25
2011-11-24,115.75,142.5,168.25,183.5,195.75,206.25,213.25,217.5,221.25,224.75,229.5,235.25,238.75,240.25,242.5
2011-11-25,118.75,143.0,168.0,184.25,198.5,209.75,217.0,221.0,224.75,228.25,233.25,239.0,242.0,243.75,245.25
2011-11-28,119.25,145.0,170.0,189.75,203.75,214.25,220.75,225.25,228.5,231.75,236.0,242.0,245.5,246.75,248.25
2011-11-29,118.0,149.5,173.5,192.5,206.5,217.25,223.0,226.75,229.75,233.0,237.25,242.75,246.75,247.75,249.0
2011-11-30,130.25,158.5,181.25,200.0,214.5,223.0,228.75,232.0,234.25,238.0,243.0,248.25,252.5,253.25,254.75
2011-12-01,132.25,161.0,185.0,202.5,214.75,224.5,230.25,232.75,235.25,238.75,243.0,248.0,251.5,253.25,254.5
2011-12-02,133.75,163.75,186.5,203.25,215.75,223.5,230.25,232.25,233.75,238.25,241.5,246.25,251.0,252.25,253.5
2011-12-05,135.0,162.25,184.5,200.5,214.25,224.0,231.25,233.5,235.25,239.0,241.25,246.0,250.5,252.0,253.0
2011-12-06,136.75,161.75,181.75,197.75,210.0,222.25,230.5,232.5,234.5,238.5,241.75,245.75,250.25,251.75,252.5
2011-12-07,142.75,162.0,180.75,194.5,206.75,218.25,227.0,229.75,231.25,235.25,237.75,240.75,245.75,247.0,248.75
2011-12-08,136.25,160.75,177.5,191.5,200.0,209.5,218.75,223.0,225.25,228.75,232.0,235.25,239.25,240.75,242.5
2011-12-09,140.0,159.75,176.25,190.0,200.25,211.25,221.5,226.25,229.0,233.25,236.25,239.25,243.5,244.75,245.25
2011-12-12,141.5,159.25,174.0,187.5,198.5,211.5,221.75,227.75,231.5,235.75,239.5,244.25,248.25,249.25,249.75
2011-12-13,140.75,158.5,174.5,187.5,199.0,210.25,220.0,226.0,230.25,234.75,239.0,244.0,249.0,250.25,251.25
2011-12-14,124.0,146.75,165.5,181.5,194.75,207.25,217.25,221.75,225.75,229.5,234.75,240.25,244.0,245.25,246.25
2011-12-15,126.75,143.75,163.75,180.75,195.0,206.25,215.75,220.0,223.0,227.25,232.0,237.0,241.0,242.5,244.25
2011-12-16,125.25,143.75,162.0,180.75,194.0,204.0,214.0,217.5,221.0,224.5,229.5,235.25,238.25,240.5,241.5
2011-12-19,127.75,147.25,164.0,181.0,195.25,205.75,216.25,220.0,223.75,227.0,230.75,235.25,239.0,240.25,241.75
2011-12-20,140.75,155.25,172.25,190.0,204.25,214.5,224.75,229.5,233.5,237.25,241.75,246.25,249.25,250.5,252.0
2011-12-21,141.0,155.0,171.5,187.0,201.5,213.25,223.25,228.5,232.75,237.5,242.25,248.0,251.75,253.25,254.75
2011-12-22,142.75,152.75,167.25,181.25,195.25,207.75,221.0,227.75,231.5,236.0,239.25,244.0,247.75,248.75,250.25
2011-12-23,144.75,153.75,168.25,183.25,198.25,212.0,226.0,232.0,235.5,240.0,243.0,247.5,251.5,252.75,253.75
2011-12-26,144.75,153.75,168.25,183.25,198.25,212.0,226.0,232.0,235.5,240.0,243.0,247.5,251.5,252.75,253.75
2011-12-27,148.25,153.5,165.75,179.75,196.0,209.5,221.25,227.5,230.25,234.25,240.0,243.5,246.5,248.75,250.0
2011-12-28,141.0,151.75,163.75,178.0,193.0,205.5,217.5,222.75,226.0,230.25,235.0,239.25,243.25,244.5,245.5
2011-12-29,140.5,152.75,162.75,176.0,192.25,204.5,213.75,219.25,223.75,228.0,232.75,235.0,239.25,240.75,241.75
2011-12-30,148.25,151.5,161.0,175.75,190.5,201.0,210.5,216.25,222.0,226.25,231.5,235.0,238.5,240.25,241.5
2012-01-02,148.25,151.5,161.0,175.75,190.5,201.0,210.5,216.25,222.0,226.25,231.5,235.0,238.5,240.25,241.5
2012-01-03,153.25,156.75,169.0,182.5,197.0,206.5,215.25,221.75,226.5,231.0,236.0,239.5,243.75,245.0,246.5
2012-01-04,156.0,160.5,172.75,186.75,202.75,213.75,221.25,227.0,232.25,236.25,241.5,246.25,250.0,251.75,253.25
2012-01-05,163.75,165.5,178.75,191.75,206.5,216.25,225.0,230.75,235.75,240.25,245.75,250.0,254.5,256.0,257.5
2012-01-06,176.5,172.0,179.75,189.0,203.5,213.5,222.25,229.0,233.75,238.25,244.25,249.0,253.75,255.0,256.75
2012-01-09,168.0,170.0,177.25,188.25,203.0,214.0,223.5,229.75,234.75,239.5,245.25,250.25,255.25,256.75,258.25
2012-01-10,169.0,171.25,177.0,186.75,201.0,211.75,220.75,227.0,232.0,236.75,243.25,248.0,253.5,255.0,256.5
2012-01-11,167.0,169.0,176.0,186.75,200.5,210.5,218.0,225.25,229.5,234.0,240.75,245.75,252.0,253.75,255.25
2012-01-12,163.0,169.75,177.25,187.5,200.5,211.5,219.25,225.75,231.0,235.5,241.5,246.5,254.25,255.25,256.75
2012-01-13,167.0,170.0,177.75,187.25,200.25,211.0,219.0,225.5,229.25,233.75,240.25,244.75,252.0,253.5,255.75
2012-01-16,167.75,171.0,179.0,189.25,201.25,211.0,219.0,225.5,229.25,233.75,240.25,244.75,252.0,253.5,255.75
2012-01-17,169.0,171.0,178.0,189.75,202.75,213.0,222.0,227.5,231.25,235.25,241.75,246.5,253.25,255.5,257.5
2012-01-18,172.75,172.5,181.0,192.25,205.5,216.5,225.0,231.0,234.5,239.0,243.5,248.75,256.25,257.5,259.0
2012-01-19,175.75,174.75,183.0,193.25,208.0,219.75,228.5,234.25,237.25,241.75,248.5,254.0,260.5,262.0,264.0
2012-01-20,171.5,173.25,181.25,192.5,207.0,219.5,228.5,234.75,239.0,244.25,249.5,254.0,261.0,263.0,264.5
2012-01-23,172.5,174.5,182.0,194.0,208.5,221.5,231.0,237.0,241.75,245.75,251.25,255.75,262.25,263.5,265.75
2012-01-24,171.5,176.75,185.5,195.75,211.0,222.75,233.0,239.0,243.75,247.75,253.75,259.0,264.75,266.25,268.0
2012-01-25,177.5,185.0,193.0,203.5,217.5,227.5,236.5,243.0,248.25,252.75,259.5,265.0,270.25,272.5,274.0
2012-01-26,183.5,189.25,198.25,208.5,219.25,230.5,237.75,243.25,247.25,252.0,257.75,262.5,267.5,269.5,271.25
2012-01-27,184.5,190.75,200.0,210.5,220.75,231.0,238.25,243.5,248.25,252.25,257.75,262.5,268.25,270.0,271.5
2012-01-30,185.5,189.0,201.0,209.75,220.25,229.75,238.75,244.5,248.75,253.0,256.5,259.5,265.25,267.0,268.25
2012-01-31,180.25,187.25,198.75,208.25,219.5,230.0,239.0,243.5,249.25,253.5,257.75,260.75,266.5,268.25,269.75
2012-02-01,186.75,191.5,202.25,212.75,224.5,235.75,243.5,248.25,252.5,256.75,261.0,265.25,271.0,272.5,274.0
2012-02-02,184.5,190.0,201.25,212.75,225.0,236.25,244.25,250.0,254.0,258.5,264.5,267.5,273.0,274.5,275.25
2012-02-03,186.75,188.75,201.5,214.0,226.5,237.0,245.75,251.25,255.25,259.5,265.5,269.0,274.5,276.5,277.5
