,USSWII1,USSWII2,USSWII3,USSWII4,USSWII5,USSWII6,USSWII7,USSWII8,USSWII9,USSWII10,USSWII12,USSWII15,USSWII20,USSWII25,USSWII30
2012-02-06,188.75,189.0,202.0,214.0,226.75,237.75,246.75,252.25,256.0,260.75,267.0,270.5,275.25,277.25,278.25
2012-02-07,191.5,194.5,206.5,219.0,232.0,241.5,249.75,255.5,259.0,263.5,269.25,273.5,277.5,279.5,280.25
2012-02-08,195.0,196.0,207.0,220.75,232.0,242.0,249.25,254.75,258.25,262.75,266.5,272.5,276.0,277.5,279.0
2012-02-09,197.75,196.0,205.5,219.75,231.0,241.0,247.75,252.75,256.5,260.5,264.25,269.25,273.0,274.25,275.5
2012-02-10,197.5,193.0,205.0,219.25,231.0,241.5,248.25,252.25,256.5,260.0,264.0,268.0,272.0,273.5,274.5
2012-02-13,204.5,202.75,210.25,224.5,235.5,244.75,250.25,254.25,257.75,262.0,266.0,270.0,273.75,275.25,276.0
2012-02-14,201.25,197.25,209.75,222.0,234.0,243.0,250.25,254.0,256.25,260.25,265.25,268.5,272.75,274.25,275.5
2012-02-15,205.0,201.5,210.5,222.25,234.5,243.5,250.5,254.75,257.0,260.75,265.75,269.75,274.5,275.75,276.75
2012-02-16,211.5,205.25,213.25,227.0,238.5,248.0,255.25,259.25,262.5,266.25,271.0,275.0,277.75,279.0,280.0
2012-02-17,217.0,207.25,213.25,227.0,238.0,248.0,255.25,260.0,263.5,267.5,271.75,275.25,277.75,278.75,279.75
2012-02-20,217.25,207.75,213.75,227.0,238.25,248.0,255.25,260.25,263.5,267.5,271.75,275.25,277.75,278.75,279.75
2012-02-21,227.0,215.0,220.5,233.0,243.0,252.5,259.0,264.75,266.0,270.0,274.5,278.0,280.0,281.25,282.25
2012-02-22,230.5,218.0,223.5,234.0,244.0,253.25,259.75,264.25,266.25,269.75,274.5,278.0,279.25,279.75,280.75
2012-02-23,245.0,224.5,230.25,239.25,248.75,255.0,259.75,262.75,265.5,269.25,272.5,275.5,276.75,277.5,278.5
2012-02-24,255.25,229.0,229.75,238.0,246.25,252.75,258.25,261.25,263.25,266.5,269.75,273.5,274.0,275.0,275.5
2012-02-27,254.5,227.75,226.75,236.0,244.75,251.75,256.25,258.75,260.5,263.75,267.0,270.25,272.0,273.25,274.25
2012-02-28,249.5,225.75,225.0,232.0,241.5,249.5,256.0,257.75,260.25,264.0,267.5,271.5,273.25,274.0,275.0
2012-02-29,251.0,223.25,223.25,230.0,239.0,246.5,253.5,258.0,261.0,264.0,267.75,270.75,272.5,273.25,274.25
2012-03-01,258.0,225.0,224.75,231.25,240.0,247.75,255.0,258.75,262.25,265.5,269.0,272.0,274.25,275.25,275.5
2012-03-02,256.75,221.0,221.75,229.25,236.5,243.5,250.0,254.0,257.75,261.0,264.75,267.75,268.5,269.25,269.75
2012-03-05,256.5,220.25,221.5,228.75,237.0,244.5,249.5,252.75,256.25,259.0,261.75,265.25,265.5,266.25,267.0
2012-03-06,253.0,218.5,218.75,225.75,234.75,240.75,246.25,249.0,252.0,255.5,259.0,263.0,264.0,264.5,265.25
2012-03-07,261.0,221.75,222.75,228.5,237.0,244.75,248.25,251.5,255.0,259.5,262.5,266.5,267.25,267.75,268.25
2012-03-08,263.5,223.25,223.75,230.25,239.75,247.0,252.5,255.5,258.75,262.25,265.0,268.75,270.25,271.0,271.5
2012-03-09,262.5,230.25,228.75,234.0,243.0,250.0,254.75,258.75,261.25,265.25,269.0,271.5,273.25,273.75,273.75
2012-03-12,259.75,229.0,227.75,232.75,243.0,250.0,255.25,259.25,261.75,265.25,268.5,272.25,273.25,273.25,273.75
2012-03-13,267.25,234.5,234.0,238.75,248.0,253.5,259.25,262.25,265.25,268.25,272.5,276.5,277.75,278.25,278.5
2012-03-14,267.0,236.0,232.5,239.0,248.0,254.25,260.0,263.25,266.0,269.75,274.75,278.75,280.75,281.0,281.25
2012-03-15,262.0,231.5,231.0,236.25,246.25,254.0,259.75,264.0,267.5,271.25,276.5,281.5,284.75,286.0,285.75
2012-03-16,245.75,225.75,226.75,234.5,245.5,253.75,260.5,265.5,269.5,272.75,277.5,282.75,285.25,285.75,286.25
2012-03-19,243.25,224.0,225.5,235.5,246.25,255.0,262.5,267.5,271.5,275.0,279.25,285.0,287.0,287.5,288.0
2012-03-20,240.5,223.0,225.25,234.5,245.0,254.5,262.0,268.25,271.75,275.25,279.5,284.0,286.25,286.75,287.25
2012-03-21,231.75,219.5,220.75,230.5,241.25,250.0,257.75,263.25,266.75,270.5,274.75,279.5,282.25,282.5,283.0
2012-03-22,227.5,213.25,217.5,227.0,236.75,246.5,254.75,260.5,265.25,268.75,273.0,277.25,280.0,280.5,280.75
2012-03-23,229.0,214.25,218.75,227.75,236.75,246.25,254.75,260.25,264.5,268.25,272.5,277.0,279.75,280.5,280.75
2012-03-26,228.25,215.75,217.25,226.5,236.5,245.25,254.75,259.25,263.0,267.0,271.25,275.75,278.0,278.25,278.75
2012-03-27,231.5,216.5,219.5,228.0,236.75,244.5,252.25,257.5,262.25,266.25,270.5,274.5,276.25,276.75,277.25
2012-03-28,222.75,216.0,218.75,229.0,237.0,244.25,251.75,256.75,262.0,266.0,270.5,274.5,276.25,276.75,277.5
2012-03-29,219.25,212.5,217.0,225.75,234.5,242.75,250.25,255.0,260.0,264.25,268.75,272.5,275.0,275.75,276.25
2012-03-30,223.5,210.0,218.0,227.25,236.25,243.75,252.25,257.75,262.25,266.0,270.25,275.25,278.0,278.0,279.0
2012-04-02,223.5,211.25,218.75,229.25,238.5,247.25,255.0,260.5,264.5,268.25,274.0,279.0,281.75,282.25,282.5
2012-04-03,221.25,212.0,220.0,228.5,238.5,247.75,254.5,259.75,263.5,267.25,272.75,279.25,283.0,283.25,283.5
2012-04-04,218.0,206.5,213.75,223.0,232.0,242.0,249.0,253.75,257.25,261.25,266.75,272.5,276.5,276.75,277.0
2012-04-05,218.5,202.5,212.25,221.75,231.25,240.25,247.75,252.0,256.25,260.25,265.5,271.5,274.75,274.75,275.0
2012-04-06,205.25,198.25,206.75,216.0,225.5,234.75,242.25,246.5,250.75,254.75,260.5,266.5,270.5,270.25,270.25
2012-04-09,201.0,195.0,205.5,216.5,225.0,234.75,242.0,246.25,249.75,253.75,259.25,265.25,268.0,268.25,268.5
2012-04-10,196.0,194.5,204.25,215.75,225.0,235.75,244.0,248.25,252.25,256.25,262.5,267.0,269.5,269.5,269.75
2012-04-11,195.75,196.5,206.25,221.0,230.5,240.0,248.25,253.5,257.75,262.5,267.75,272.0,274.75,275.0,275.5
2012-04-12,195.0,192.75,205.0,217.0,229.75,239.5,247.5,253.75,257.5,261.5,266.75,271.5,273.5,274.0,274.25
2012-04-13,197.75,194.25,205.5,217.5,230.25,238.75,246.0,251.75,254.75,258.5,262.75,268.25,271.0,271.0,271.0
2012-04-16,197.75,195.75,206.5,217.5,229.5,237.5,245.25,251.25,254.0,257.5,261.75,268.0,269.75,270.25,270.5
2012-04-17,196.0,190.75,204.5,218.0,230.25,239.5,246.5,253.25,257.25,261.25,267.0,271.75,274.25,274.5,274.5
2012-04-18,189.25,189.75,202.75,215.75,228.5,237.0,245.0,251.25,255.25,259.0,265.0,270.25,273.25,273.75,274.0
2012-04-19,180.0,184.75,198.0,210.75,224.75,233.5,241.25,246.5,250.75,254.75,260.5,265.5,269.25,269.25,269.5
2012-04-20,179.75,185.25,200.0,212.5,226.5,235.5,243.0,248.5,253.0,256.5,264.0,268.5,272.75,273.0,273.25
2012-04-23,181.0,185.5,200.5,213.5,226.5,236.25,242.75,248.5,253.0,256.5,263.25,267.5,270.75,271.0,271.0
2012-04-24,182.0,185.75,203.25,217.75,231.0,239.75,245.25,251.0,255.25,258.75,264.5,269.75,272.75,272.75,273.0
2012-04-25,179.0,185.5,202.5,218.0,230.5,239.75,246.0,250.75,254.75,259.25,264.75,270.25,273.25,273.5,274.0
2012-04-26,180.0,188.5,204.5,219.5,232.5,242.5,248.5,253.5,258.25,262.0,266.75,272.0,276.25,276.5,276.5
2012-04-27,182.0,189.75,206.0,221.25,234.0,243.5,249.0,253.75,257.25,260.0,265.0,269.75,274.25,274.25,274.5
2012-04-30,188.75,192.5,207.0,221.25,233.0,242.75,248.0,252.5,256.0,259.5,264.0,268.0,272.5,273.0,273.5
2012-05-01,183.0,194.5,208.0,222.25,233.5,243.0,249.25,253.5,257.75,261.25,265.0,269.25,273.25,273.25,273.5
2012-05-02,184.25,192.75,206.25,221.25,232.75,241.75,249.0,253.0,257.0,261.0,264.5,268.5,271.75,272.0,272.5
2012-05-03,179.75,187.75,202.0,217.0,228.5,238.5,246.75,251.25,255.75,259.25,263.75,267.75,271.0,271.25,271.0
2012-05-04,167.25,183.0,197.5,212.25,224.5,234.25,243.5,249.25,253.5,257.5,262.25,267.0,270.0,270.0,270.25
2012-05-07,162.5,182.0,195.75,211.25,224.5,233.5,241.75,248.0,252.5,256.0,261.75,267.25,269.75,270.0,270.25
2012-05-08,162.75,179.25,195.5,212.5,226.0,234.5,242.0,247.75,250.5,254.25,260.5,266.25,269.0,269.25,269.5
2012-05-09,158.5,181.25,196.0,212.5,224.75,234.0,241.25,246.5,248.25,252.25,257.75,264.0,266.25,266.5,266.5
2012-05-10,158.5,178.25,195.25,213.0,225.5,234.5,240.75,246.0,249.5,252.75,257.5,263.5,267.0,267.0,267.0
2012-05-11,154.5,177.25,194.25,209.5,222.25,231.75,238.25,243.5,247.25,250.5,255.5,261.75,265.0,264.75,265.0
2012-05-14,147.0,173.5,192.75,210.25,222.0,231.5,238.5,243.5,247.5,251.0,255.5,259.75,263.0,262.75,262.5
2012-05-15,148.25,174.0,193.75,211.25,223.25,232.75,239.25,244.75,248.25,252.0,256.0,260.0,263.0,262.75,262.5
2012-05-16,148.0,170.25,191.5,208.75,221.75,230.25,237.0,242.0,245.5,249.5,252.75,257.0,260.75,260.25,260.25
2012-05-17,138.0,166.25,189.0,205.0,216.75,226.0,234.25,238.5,242.25,246.0,250.0,254.0,256.75,256.75,256.5
2012-05-18,134.25,165.0,187.75,204.5,216.75,226.75,236.0,240.75,244.75,248.75,252.25,256.25,259.75,259.5,259.5
2012-05-21,141.0,168.5,189.75,206.75,219.75,229.75,237.5,243.75,247.5,251.25,256.75,260.5,263.25,263.25,263.25
2012-05-22,141.25,168.0,190.0,206.5,218.25,228.0,237.0,243.5,247.75,251.75,257.0,262.5,266.0,265.75,265.25
2012-05-23,140.0,162.75,182.75,200.25,213.25,224.0,233.75,240.75,245.75,249.5,254.75,260.0,263.25,263.0,263.0
2012-05-24,132.0,159.0,180.0,200.0,213.5,224.25,234.25,241.25,247.0,250.25,255.25,260.75,264.25,264.25,264.5
2012-05-25,133.0,157.5,179.25,199.25,212.0,223.5,233.0,238.5,244.0,248.0,252.75,258.0,262.25,262.0,261.75
2012-05-28,133.5,157.75,179.5,199.5,212.0,223.5,233.0,238.75,244.0,248.0,252.75,258.0,262.25,262.0,261.75
2012-05-29,131.5,154.5,175.75,196.0,210.25,221.5,231.0,237.0,241.5,245.25,251.0,255.5,259.25,259.25,259.0
2012-05-30,114.25,148.5,171.25,193.0,207.75,218.5,227.25,233.5,238.25,241.75,247.0,251.5,255.5,256.0,256.0
2012-05-31,110.5,140.0,166.0,190.25,207.0,219.5,229.0,235.25,240.0,244.0,249.25,253.0,257.0,257.5,257.5
2012-06-01,94.0,125.75,154.25,181.5,201.25,213.875,223.5,230.75,236.5,240.75,246.75,253.0,257.5,258.75,259.0
2012-06-04,88.5,122.75,154.75,181.5,203.5,217.5,226.75,233.75,239.75,243.0,249.5,256.0,260.5,261.5,262.25
2012-06-05,81.75,119.25,153.25,180.75,205.75,219.25,230.25,238.5,243.75,247.75,254.25,260.75,265.25,266.5,267.25
2012-06-06,90.25,124.5,155.25,183.25,205.25,218.25,228.0,237.0,243.5,247.75,254.75,261.75,267.0,268.0,268.75
2012-06-07,96.25,130.5,160.25,187.5,207.25,219.5,227.5,235.0,242.0,246.25,252.5,257.5,262.0,263.25,264.5
2012-06-08,95.5,131.25,163.25,189.0,208.5,222.25,231.25,237.75,242.75,247.0,252.0,257.0,261.75,262.25,262.75
2012-06-11,91.75,128.5,163.0,189.5,209.0,220.75,229.0,235.0,240.5,244.75,249.5,254.5,259.25,260.25,260.5
2012-06-12,92.5,130.5,165.25,191.5,210.25,223.25,231.75,238.0,242.25,247.0,252.0,257.0,262.25,263.0,263.5
2012-06-13,88.75,131.25,162.75,188.0,207.25,220.0,227.75,233.5,238.25,243.0,248.0,253.0,257.75,259.0,259.5
2012-06-14,97.0,138.75,167.75,190.75,209.75,222.0,230.5,235.75,240.25,244.75,249.5,253.75,258.5,259.5,260.25
2012-06-15,98.75,150.25,177.0,198.75,215.0,225.5,232.25,237.0,241.0,245.75,250.0,254.5,259.5,260.5,261.0
2012-06-18,94.25,142.0,173.25,196.75,213.5,225.0,232.25,237.5,241.25,245.75,251.0,254.5,258.75,259.25,259.5
2012-06-19,94.25,146.0,177.75,200.0,215.25,227.75,235.0,240.25,244.5,249.0,253.5,257.25,261.5,262.0,262.5
2012-06-20,95.25,143.5,175.25,198.5,213.25,225.5,232.75,238.25,242.25,247.0,252.0,255.5,260.0,260.5,260.75
2012-06-21,79.0,133.75,165.75,188.5,202.75,216.25,225.0,231.0,235.25,240.0,245.0,249.0,254.25,255.0,255.5
2012-06-22,78.25,131.0,163.5,185.75,202.0,215.25,224.25,230.75,235.25,239.75,245.0,249.25,255.0,255.75,256.5
2012-06-25,78.75,126.0,158.0,181.75,198.25,212.25,222.0,229.25,234.0,238.5,244.25,249.0,253.5,254.25,254.75
2012-06-26,72.0,124.5,157.5,180.0,197.5,212.25,222.5,229.0,235.5,240.25,246.75,252.0,254.75,255.75,256.5
2012-06-27,72.25,123.75,156.75,179.25,197.5,211.5,221.5,228.25,234.25,239.5,245.25,250.0,254.5,255.25,255.75
2012-06-28,71.75,121.25,153.75,177.5,195.5,209.5,219.75,227.25,233.5,238.75,244.0,248.75,253.25,253.75,254.5
2012-06-29,82.75,129.0,160.25,182.0,202.0,214.5,224.0,231.0,236.5,241.25,245.75,250.0,253.5,254.25,254.75
2012-07-02,81.5,128.75,160.0,183.5,199.75,211.0,220.75,228.5,234.25,240.0,246.0,250.25,253.25,254.25,254.75
2012-07-03,96.75,136.25,166.0,190.75,206.75,216.5,226.0,231.5,237.25,242.25,248.25,253.25,256.25,256.75,257.5
2012-07-04,97.5,136.75,166.25,191.0,207.0,216.75,226.25,231.75,237.25,242.25,248.25,253.25,256.25,256.75,257.5
2012-07-05,102.5,139.5,169.75,195.0,210.25,219.5,228.25,233.0,236.75,241.5,248.5,253.0,256.5,256.75,257.25
2012-07-06,90.0,137.0,169.0,191.5,207.25,216.75,224.5,230.0,234.25,239.25,246.25,250.75,254.0,254.25,254.5
2012-07-09,92.25,137.5,169.0,192.25,207.25,217.0,225.25,231.0,234.75,239.25,245.25,250.25,254.0,254.5,255.0
2012-07-10,101.25,142.0,171.75,194.0,209.5,218.25,226.0,231.0,235.0,239.75,245.5,251.25,254.75,255.0,255.25
2012-07-11,99.75,142.5,171.75,194.25,210.0,219.75,226.25,230.75,235.5,240.25,245.25,250.75,254.75,255.5,255.75
2012-07-12,103.5,143.0,170.0,192.0,207.0,217.0,224.75,229.0,232.75,237.5,243.0,248.25,252.5,253.0,253.0
2012-07-13,111.5,144.0,171.5,193.5,209.5,218.0,225.5,231.0,234.75,239.0,244.25,250.0,254.5,254.75,255.0
2012-07-16,121.75,147.25,173.0,194.0,208.5,218.5,226.25,231.0,234.5,239.5,244.5,249.75,254.25,254.5,254.75
2012-07-17,121.75,148.25,175.0,193.25,206.5,218.0,226.25,231.5,235.5,240.25,244.75,249.75,254.75,255.25,255.25
2012-07-18,129.75,153.0,175.25,193.5,207.5,218.0,226.25,231.0,235.5,240.0,244.75,249.25,254.5,254.75,255.0
2012-07-19,143.0,160.5,178.0,196.75,207.75,219.0,227.25,232.5,237.0,241.25,245.25,250.5,256.0,256.0,256.25
2012-07-20,136.5,158.25,178.5,194.5,205.75,216.0,224.75,230.75,235.25,239.75,245.0,250.0,254.75,255.0,255.5
2012-07-23,132.5,158.0,174.0,191.0,202.5,212.25,221.5,227.0,232.5,237.0,242.0,247.25,252.0,252.5,253.0
2012-07-24,127.0,152.0,169.75,187.5,199.0,208.25,217.75,224.0,229.5,234.5,239.75,244.75,249.25,249.5,250.25
2012-07-25,121.5,147.75,165.75,183.75,196.75,206.5,215.75,221.75,228.0,232.75,237.75,243.0,248.25,248.75,248.75
2012-07-26,126.5,154.25,171.25,189.25,201.75,211.75,220.75,226.0,231.5,236.25,241.5,246.75,251.5,252.25,253.0
2012-07-27,140.75,161.25,179.5,195.75,208.5,218.5,226.5,232.0,237.25,242.0,248.25,254.0,258.25,258.5,259.25
2012-07-30,142.5,161.75,180.0,196.0,208.5,218.5,226.5,232.75,238.75,243.0,249.25,254.75,258.5,259.0,259.5
2012-07-31,140.0,164.75,182.75,199.75,211.75,222.75,229.5,235.25,240.75,244.5,250.75,255.5,259.5,260.25,260.75
2012-08-01,140.0,167.75,186.5,202.75,215.25,225.75,234.0,238.75,243.5,247.5,254.0,258.0,263.0,263.75,264.25
2012-08-02,143.25,164.25,184.0,199.0,211.0,222.0,230.0,235.0,240.0,244.5,250.25,255.0,260.5,261.0,261.75
2012-08-03,149.25,168.75,188.75,204.0,217.0,227.75,236.75,242.5,247.0,251.25,256.75,261.75,266.5,267.0,267.75
2012-08-06,150.5,173.75,192.25,208.0,219.5,229.5,237.75,243.75,247.75,252.25,257.5,262.5,267.0,267.75,269.25
2012-08-07,166.5,182.25,200.25,214.25,225.25,235.5,242.0,246.75,251.5,256.0,261.0,265.75,271.25,272.25,273.75
2012-08-08,165.0,179.75,198.25,211.5,221.75,232.75,240.0,245.25,250.75,255.5,260.75,265.75,270.75,271.5,272.5
2012-08-09,173.75,182.75,196.0,209.25,220.75,230.75,238.25,244.0,248.75,253.25,258.75,263.75,268.75,269.75,271.0
2012-08-10,174.0,182.5,194.5,207.0,219.0,228.5,236.5,242.25,247.25,252.25,257.0,262.0,267.0,268.25,268.75
2012-08-13,175.75,184.0,196.25,207.75,218.75,227.5,235.5,240.5,245.75,250.0,255.5,261.25,266.0,267.25,267.75
2012-08-14,177.75,182.25,195.5,206.75,218.75,228.5,236.75,242.0,247.25,252.0,257.75,263.25,267.5,268.75,269.25
2012-08-15,174.75,180.75,192.5,206.25,217.25,227.75,236.5,242.0,247.25,252.25,257.5,262.75,267.25,268.25,268.75
2012-08-16,178.0,182.25,193.25,205.5,217.0,227.5,236.5,242.5,247.75,251.75,257.5,262.5,267.75,268.5,269.0
2012-08-17,171.75,178.0,190.75,201.5,214.5,224.75,234.25,240.25,246.25,251.25,256.75,261.75,266.75,267.75,268.0
2012-08-20,174.75,178.25,187.75,199.75,213.0,224.0,233.75,240.25,246.25,250.75,256.25,261.25,265.75,267.25,267.5
2012-08-21,174.75,179.0,190.0,201.75,214.5,224.75,234.75,242.0,247.75,252.5,257.25,262.0,266.0,267.25,267.75
2012-08-22,177.25,183.25,192.75,204.0,216.0,226.75,235.25,242.5,248.75,253.25,258.5,261.75,265.75,266.25,267.0
2012-08-23,179.25,187.75,198.25,208.5,221.5,231.75,239.25,246.75,252.0,256.25,260.75,263.75,267.75,268.75,269.25
2012-08-24,175.25,184.0,197.5,209.5,222.0,233.0,239.25,246.25,251.25,256.0,260.25,265.0,269.0,269.75,270.5
2012-08-27,183.75,188.0,198.5,212.25,223.75,234.75,241.75,247.5,252.0,256.5,261.25,265.75,269.5,270.0,271.0
2012-08-28,179.5,184.25,197.0,212.5,225.5,236.25,243.25,249.0,254.0,258.5,263.0,267.5,271.25,272.25,273.0
2012-08-29,180.5,180.75,193.5,209.25,223.25,234.25,241.0,247.5,251.75,256.25,261.5,266.0,269.75,270.5,271.5
2012-08-30,175.25,177.25,190.0,206.75,221.0,231.0,238.0,244.25,249.0,253.25,258.25,262.5,266.5,267.75,268.25
2012-08-31,184.5,184.75,194.75,209.25,223.25,232.25,237.25,242.25,247.25,252.0,256.0,261.75,265.0,265.75,266.5
2012-09-03,185.5,185.25,195.0,209.5,223.5,232.5,237.25,242.25,247.5,252.25,256.0,262.0,265.0,266.0,266.5
2012-09-04,190.5,187.0,196.0,210.0,225.25,235.25,241.0,245.0,248.5,252.75,257.5,262.75,266.25,267.0,267.75
2012-09-05,187.0,187.5,197.5,211.75,226.0,236.75,243.25,247.75,251.0,255.75,260.0,264.5,269.0,269.75,270.5
2012-09-06,198.25,193.25,201.25,214.0,226.5,237.0,244.0,249.75,253.5,258.25,263.75,268.75,271.75,272.5,273.25
2012-09-07,195.75,195.25,203.0,217.0,230.0,240.5,247.5,253.5,258.25,263.0,268.75,273.5,276.75,277.5,278.5
2012-09-10,206.5,203.5,211.0,221.5,234.0,243.75,251.0,255.75,259.75,264.0,269.75,274.75,278.5,279.5,280.5
2012-09-11,206.75,207.5,211.25,223.5,237.0,246.5,252.25,257.5,261.0,265.5,271.5,276.5,280.25,281.25,282.0
2012-09-12,211.25,205.75,213.25,225.0,239.25,248.0,253.0,257.75,261.0,265.75,271.75,277.25,280.25,281.0,281.75
2012-09-13,221.25,220.5,229.0,240.5,251.25,258.75,264.25,266.5,270.25,274.25,279.5,285.75,289.5,290.75,291.25
2012-09-14,228.0,230.5,242.0,254.75,265.75,274.75,279.75,282.5,286.0,289.0,295.0,300.75,303.5,304.75,306.0
2012-09-17,219.75,215.25,228.5,243.75,257.75,267.75,274.25,277.25,279.0,282.25,287.5,292.25,294.0,294.75,296.0
2012-09-18,202.5,202.25,217.5,234.5,250.5,261.75,267.5,271.75,274.0,277.25,282.25,287.5,290.25,291.25,291.75
2012-09-19,192.5,198.0,211.25,229.5,243.0,256.25,264.0,268.5,272.0,275.5,280.5,285.5,289.0,289.5,289.75
2012-09-20,193.5,202.75,213.0,229.75,244.0,254.5,262.5,266.25,268.75,271.25,277.0,282.75,286.25,287.0,287.5
2012-09-21,200.25,204.75,215.75,230.0,244.0,254.5,260.25,264.5,267.25,271.0,276.25,281.5,285.25,285.75,286.25
2012-09-24,204.0,204.5,213.0,227.0,240.0,249.75,256.75,260.75,263.75,266.75,271.75,277.25,280.75,281.25,281.5
2012-09-25,198.0,200.75,212.5,227.25,239.25,249.0,255.25,259.25,262.75,265.0,270.0,275.75,279.25,279.5,279.75
2012-09-26,194.25,192.0,207.0,220.0,232.5,242.5,249.0,256.25,261.5,264.75,270.0,275.5,278.0,278.0,277.75
2012-09-27,200.0,198.5,208.75,222.5,237.25,246.5,253.25,259.0,264.0,267.75,272.25,276.25,280.25,280.25,280.5
2012-09-28,196.5,196.0,209.5,222.5,237.0,246.5,252.25,258.5,263.0,266.0,270.25,275.25,278.0,278.5,278.25
2012-10-01,205.5,201.0,209.75,223.5,237.0,247.25,253.25,259.25,264.25,267.25,271.25,275.75,278.5,278.75,278.75
2012-10-02,202.25,205.0,213.75,227.25,242.0,251.75,258.75,265.0,270.0,273.5,278.75,282.0,285.0,285.0,285.0
2012-10-03,199.0,201.5,214.5,229.25,242.25,251.5,258.75,264.0,269.0,272.5,278.0,283.25,285.75,286.25,286.5
2012-10-04,199.75,203.75,220.5,235.5,250.5,260.0,267.0,271.25,275.25,278.75,284.25,289.5,292.25,292.75,293.25
2012-10-05,206.0,207.75,222.5,238.75,253.25,262.5,270.25,274.0,277.5,281.75,287.25,291.75,294.5,294.75,295.0
2012-10-08,207.0,208.25,223.0,239.0,253.25,262.5,270.25,274.0,277.5,281.75,287.25,291.75,294.5,294.75,295.0
2012-10-09,212.0,210.0,224.5,236.25,251.0,260.0,266.75,271.75,276.5,279.75,284.75,289.75,292.0,292.75,293.0
2012-10-10,209.25,208.5,221.75,234.5,248.25,256.0,261.5,266.5,271.25,275.25,280.75,285.5,287.75,288.0,288.5
2012-10-11,201.5,201.5,214.25,229.5,242.75,251.75,258.75,263.75,268.5,271.75,278.0,282.0,283.75,284.25,284.75
2012-10-12,196.5,204.25,214.25,228.5,242.25,251.5,258.25,264.25,268.75,272.5,277.75,280.75,282.0,282.5,283.0
2012-10-15,207.25,203.5,214.0,229.5,243.0,251.75,259.0,264.75,269.0,272.5,277.5,280.5,282.25,282.25,282.25
2012-10-16,196.75,200.5,213.5,229.25,242.5,251.5,258.5,263.75,268.25,271.5,276.5,280.0,282.0,282.0,282.5
2012-10-17,191.5,199.5,214.5,231.0,245.75,254.25,261.5,267.25,271.25,274.75,279.75,282.75,284.75,285.75,286.25
2012-10-18,185.25,197.5,212.75,230.5,246.75,255.75,264.0,270.5,274.75,278.75,284.25,286.25,288.75,289.75,290.75
2012-10-19,172.5,190.5,209.5,227.25,242.5,253.5,261.0,267.0,271.75,276.5,283.25,287.75,290.0,291.0,292.0
2012-10-22,176.25,191.5,208.5,227.25,243.0,255.5,264.25,271.0,275.75,280.25,286.25,291.0,292.5,293.25,293.75
2012-10-23,164.75,182.75,204.25,222.5,240.25,251.5,260.75,266.5,271.5,275.75,282.25,287.75,291.0,291.0,290.75
2012-10-24,155.25,175.25,200.5,221.5,238.5,249.75,259.0,265.0,270.0,274.5,281.75,287.75,291.25,290.75,290.5
2012-10-25,155.0,176.75,198.5,220.75,238.75,250.25,259.0,265.75,270.75,274.75,282.5,288.5,292.75,292.25,291.75
2012-10-26,149.75,176.0,199.5,219.0,237.0,248.0,256.25,263.25,269.0,274.0,281.5,287.0,290.5,290.5,290.75
2012-10-29,150.0,175.75,199.0,218.75,236.5,248.25,257.25,263.25,268.75,274.25,281.5,287.25,291.25,291.25,291.25
2012-10-30,151.0,176.25,199.5,219.0,236.75,248.25,257.25,263.25,269.0,274.25,281.5,287.25,291.25,291.25,291.25
2012-10-31,149.5,179.25,201.25,220.25,239.0,251.0,259.5,265.25,271.5,276.0,283.0,289.25,292.5,292.5,292.75
2012-11-01,158.75,174.75,201.0,221.25,239.75,251.0,259.0,262.0,270.25,276.5,293.0,304.75,302.75,297.0,293.25
2012-11-02,143.25,173.5,198.0,218.75,238.0,249.75,256.75,263.5,269.75,274.75,282.0,287.5,291.5,291.25,292.0
2012-11-05,144.5,172.5,197.25,218.75,236.5,249.0,256.75,263.25,268.0,272.75,279.75,285.5,288.75,289.0,289.25
2012-11-06,148.75,178.0,201.25,224.0,242.0,254.0,260.5,266.0,271.25,276.25,283.25,288.25,291.5,291.5,291.75
2012-11-07,142.0,170.75,195.5,218.5,237.5,250.5,257.5,263.0,268.0,272.5,280.5,285.5,289.5,289.25,289.0
2012-11-08,143.25,170.25,196.0,217.75,236.25,249.0,255.75,261.75,266.75,271.75,279.25,284.75,289.0,289.25,289.5
2012-11-09,141.25,169.75,194.75,217.25,235.25,247.75,254.5,259.75,265.0,269.5,276.75,282.75,286.25,286.25,286.25
2012-11-12,142.0,170.0,195.25,217.5,235.5,248.0,254.75,259.75,265.0,269.25,276.5,282.5,286.5,286.25,286.25
2012-11-13,132.25,166.75,192.75,215.0,233.5,246.25,254.5,260.0,263.75,268.0,275.5,281.25,284.5,284.5,284.75
2012-11-14,132.75,163.75,190.25,212.5,230.25,243.75,252.25,256.75,261.5,265.75,273.25,279.25,283.0,283.25,283.25
2012-11-15,137.75,166.25,193.25,214.5,231.0,244.0,251.0,255.5,260.0,264.75,272.25,277.5,283.0,283.5,283.75
2012-11-16,135.25,168.5,194.75,215.75,231.25,242.5,250.5,255.75,260.5,265.25,273.0,278.0,282.75,283.25,283.5
2012-11-19,143.0,172.0,197.0,217.25,234.25,244.5,252.25,256.75,261.25,265.75,273.0,278.0,282.5,282.5,282.75
2012-11-20,138.5,172.25,197.0,217.75,235.25,245.5,253.25,258.0,263.0,267.25,275.0,280.0,284.75,284.75,285.0
